i,j
23020,2348
28612,2348
227,2349
1607,2349
3327,2349
1544,2350
28788,2350
4934,2351
5333,2351
7411,2351
8398,2351
9904,2351
12048,2351
12257,2351
12454,2351
12565,2351
13262,2351
15420,2351
18539,2351
19053,2351
19526,2351
20718,2351
21119,2351
22049,2351
22879,2351
23785,2351
24925,2351
27886,2351
28167,2351
29273,2351
31831,2351
32149,2351
262,2352
409,2352
470,2352
595,2352
684,2352
900,2352
1092,2352
1094,2352
1330,2352
1352,2352
3246,2352
3300,2352
3697,2352
4065,2352
4289,2352
4820,2352
5365,2352
5634,2352
5920,2352
6184,2352
6561,2352
6856,2352
6867,2352
7371,2352
7713,2352
7726,2352
8371,2352
9845,2352
10726,2352
10814,2352
11048,2352
11059,2352
12314,2352
12315,2352
12440,2352
12580,2352
12588,2352
13452,2352
13624,2352
13669,2352
13811,2352
13867,2352
14127,2352
14500,2352
15405,2352
15543,2352
16875,2352
17858,2352
18421,2352
18784,2352
19100,2352
19611,2352
21693,2352
22385,2352
22720,2352
22792,2352
22959,2352
23171,2352
26384,2352
27023,2352
27493,2352
28267,2352
28631,2352
28752,2352
29749,2352
30179,2352
30582,2352
30760,2352
31492,2352
31617,2352
32267,2352
12556,2353
16139,2353
20374,2353
25640,2353
3277,2354
3506,2354
4028,2354
4593,2354
6478,2354
7331,2354
7569,2354
8468,2354
10311,2354
10975,2354
12392,2354
12565,2354
13851,2354
14646,2354
15224,2354
17468,2354
17679,2354
18560,2354
18856,2354
19557,2354
20153,2354
20709,2354
20992,2354
21844,2354
22360,2354
23267,2354
23527,2354
23629,2354
24917,2354
26626,2354
30524,2354
31931,2354
32009,2354
11334,2355
13140,2355
16402,2355
17863,2355
26889,2355
30273,2355
73,2356
989,2356
2469,2356
2593,2356
2607,2356
2610,2356
2668,2356
2720,2356
2807,2356
2837,2356
2840,2356
2985,2356
2991,2356
3145,2356
3171,2356
3226,2356
3228,2356
3359,2356
3383,2356
3435,2356
3473,2356
3538,2356
3639,2356
3646,2356
3690,2356
3743,2356
3799,2356
3808,2356
3930,2356
3982,2356
4143,2356
4413,2356
4521,2356
4617,2356
4620,2356
4640,2356
4679,2356
4883,2356
4920,2356
4937,2356
5015,2356
5043,2356
5054,2356
5071,2356
5093,2356
5105,2356
5155,2356
5324,2356
5410,2356
5482,2356
5622,2356
5729,2356
5771,2356
5894,2356
5984,2356
6016,2356
6055,2356
6320,2356
6354,2356
6532,2356
6641,2356
6644,2356
6655,2356
6755,2356
6872,2356
6970,2356
7058,2356
7077,2356
7144,2356
7186,2356
7239,2356
7263,2356
7269,2356
7373,2356
7436,2356
7555,2356
7592,2356
7686,2356
7861,2356
8184,2356
8191,2356
8231,2356
8235,2356
8356,2356
8429,2356
8433,2356
8626,2356
8647,2356
8649,2356
8703,2356
8915,2356
9166,2356
9251,2356
9324,2356
9341,2356
9355,2356
9507,2356
9558,2356
9618,2356
9740,2356
9909,2356
10054,2356
10059,2356
10077,2356
10131,2356
10359,2356
10399,2356
10440,2356
10489,2356
10705,2356
10719,2356
10721,2356
10793,2356
10915,2356
10968,2356
11015,2356
11160,2356
11192,2356
11290,2356
11416,2356
11449,2356
11617,2356
11684,2356
11923,2356
12029,2356
12071,2356
12088,2356
12090,2356
12128,2356
12338,2356
12410,2356
12454,2356
12489,2356
12633,2356
12679,2356
12740,2356
12747,2356
12806,2356
12858,2356
12887,2356
12956,2356
13166,2356
13283,2356
13301,2356
13418,2356
13581,2356
13733,2356
13812,2356
14012,2356
14173,2356
14197,2356
14230,2356
14262,2356
14331,2356
14432,2356
14555,2356
14634,2356
14651,2356
14758,2356
14771,2356
14798,2356
14988,2356
15091,2356
15132,2356
15256,2356
15334,2356
15419,2356
15471,2356
15572,2356
15659,2356
15751,2356
15993,2356
16071,2356
16118,2356
16176,2356
16292,2356
16371,2356
16441,2356
16458,2356
16471,2356
16597,2356
16612,2356
16714,2356
16783,2356
16788,2356
17093,2356
17145,2356
17304,2356
17533,2356
17733,2356
17783,2356
18049,2356
18089,2356
18105,2356
18143,2356
18154,2356
18285,2356
18379,2356
18575,2356
18809,2356
18930,2356
18964,2356
19018,2356
19106,2356
19116,2356
19128,2356
19185,2356
19220,2356
19221,2356
19232,2356
19430,2356
19559,2356
19628,2356
19720,2356
19761,2356
20020,2356
20098,2356
20263,2356
20433,2356
20703,2356
20719,2356
21133,2356
21158,2356
21455,2356
21530,2356
21592,2356
21655,2356
21818,2356
21832,2356
21859,2356
21919,2356
21947,2356
22127,2356
22208,2356
22284,2356
22377,2356
22499,2356
22519,2356
22576,2356
22586,2356
22598,2356
22642,2356
22668,2356
23017,2356
23176,2356
23186,2356
23200,2356
23214,2356
23435,2356
23559,2356
23569,2356
23605,2356
23652,2356
23834,2356
23882,2356
24043,2356
24047,2356
24082,2356
24156,2356
24297,2356
24400,2356
24407,2356
24646,2356
24700,2356
24786,2356
24787,2356
24909,2356
24931,2356
24999,2356
25207,2356
25365,2356
25493,2356
25504,2356
25635,2356
25872,2356
25989,2356
26008,2356
26009,2356
26026,2356
26130,2356
26167,2356
26217,2356
26284,2356
26384,2356
26407,2356
26504,2356
26640,2356
26668,2356
26675,2356
26691,2356
26931,2356
26946,2356
26969,2356
27074,2356
27112,2356
27131,2356
27194,2356
27449,2356
27454,2356
27642,2356
27674,2356
27717,2356
27725,2356
27753,2356
28195,2356
28217,2356
28278,2356
28303,2356
28484,2356
28512,2356
28576,2356
28615,2356
28650,2356
28856,2356
29088,2356
29111,2356
29228,2356
29538,2356
29556,2356
29584,2356
29710,2356
29762,2356
29799,2356
29818,2356
29865,2356
29925,2356
30154,2356
30163,2356
30291,2356
30458,2356
30465,2356
30540,2356
30620,2356
30672,2356
30698,2356
30806,2356
30820,2356
30973,2356
31070,2356
31138,2356
31193,2356
31211,2356
31217,2356
31264,2356
31359,2356
31387,2356
31522,2356
31711,2356
31773,2356
31819,2356
31866,2356
31933,2356
31956,2356
32020,2356
32036,2356
32104,2356
1748,2357
14632,2357
15018,2357
15227,2357
25183,2357
867,2358
13213,2358
17507,2358
21388,2358
28430,2358
470,2359
7618,2359
9844,2359
10149,2359
10863,2359
20276,2359
21296,2359
22011,2359
30987,2359
575,2360
21164,2360
23039,2360
28377,2360
6454,2361
8099,2361
16609,2361
17124,2361
20729,2361
21032,2361
23272,2361
24684,2361
25689,2361
26632,2361
31974,2361
653,2362
990,2362
1375,2362
1589,2362
2840,2362
4777,2362
5149,2362
5663,2362
6283,2362
7977,2362
8426,2362
8661,2362
9760,2362
9928,2362
12644,2362
13025,2362
13054,2362
13084,2362
13093,2362
17145,2362
21655,2362
23214,2362
23564,2362
25632,2362
25767,2362
27522,2362
28112,2362
28390,2362
29710,2362
31599,2362
32088,2362
1424,2363
5582,2364
6475,2364
6704,2364
7038,2364
8259,2364
8731,2364
9603,2364
9724,2364
10005,2364
10844,2364
12013,2364
13090,2364
13465,2364
13534,2364
14993,2364
15977,2364
17075,2364
20320,2364
23100,2364
23237,2364
23868,2364
24112,2364
24262,2364
25572,2364
25829,2364
26051,2364
26597,2364
27407,2364
27502,2364
27624,2364
28242,2364
28433,2364
30714,2364
31049,2364
31169,2364
31307,2364
32300,2364
1330,2365
5065,2365
17449,2365
22011,2365
1049,2366
39,2367
250,2367
1130,2367
1158,2367
1472,2367
2755,2367
2868,2367
3415,2367
3733,2367
4378,2367
4770,2367
4775,2367
5049,2367
5057,2367
5718,2367
5834,2367
6359,2367
6420,2367
6466,2367
7003,2367
7229,2367
7414,2367
8001,2367
8289,2367
8409,2367
8411,2367
8606,2367
8838,2367
8896,2367
9045,2367
9245,2367
9656,2367
9756,2367
9996,2367
10420,2367
10552,2367
10587,2367
10899,2367
11380,2367
11950,2367
12236,2367
12330,2367
12722,2367
13014,2367
13363,2367
13393,2367
13432,2367
13677,2367
13991,2367
14127,2367
14339,2367
14839,2367
14992,2367
15238,2367
15644,2367
15788,2367
15926,2367
16049,2367
16215,2367
16381,2367
16438,2367
16478,2367
16522,2367
16939,2367
16985,2367
17016,2367
17078,2367
17259,2367
17272,2367
17691,2367
19393,2367
19551,2367
19679,2367
19866,2367
19968,2367
20272,2367
21260,2367
21423,2367
21908,2367
22022,2367
22072,2367
22073,2367
22286,2367
22350,2367
22914,2367
23008,2367
23384,2367
23408,2367
23409,2367
23781,2367
24126,2367
24305,2367
24402,2367
24608,2367
24740,2367
25005,2367
25011,2367
25925,2367
26079,2367
26612,2367
26888,2367
26892,2367
26967,2367
27039,2367
27065,2367
27117,2367
27182,2367
27348,2367
27740,2367
27757,2367
27765,2367
27841,2367
27847,2367
28063,2367
28750,2367
28804,2367
28956,2367
28965,2367
29087,2367
29191,2367
29545,2367
29651,2367
29733,2367
30082,2367
30433,2367
30571,2367
30734,2367
30934,2367
31022,2367
31402,2367
31788,2367
31800,2367
492,2368
704,2368
1472,2368
1540,2368
9720,2368
10669,2368
12691,2368
17576,2368
18251,2368
27182,2368
27847,2368
5753,2369
12675,2369
17072,2369
23527,2369
26842,2369
28155,2369
31288,2369
31367,2369
32044,2369
3478,2370
5563,2370
8324,2370
8343,2370
9126,2370
11300,2370
11590,2370
13972,2370
14802,2370
16579,2370
19279,2370
24925,2370
28675,2370
5139,2371
5736,2371
7314,2371
7437,2371
8505,2371
10017,2371
10375,2371
11215,2371
12462,2371
13528,2371
16063,2371
16123,2371
16804,2371
22446,2371
22627,2371
23144,2371
26651,2371
26762,2371
28165,2371
28713,2371
31561,2371
17539,2372
30157,2372
1893,2373
20679,2374
262,2375
559,2375
789,2375
1018,2375
1036,2375
1294,2375
1891,2375
2283,2375
2829,2375
2927,2375
3205,2375
4204,2375
4408,2375
4513,2375
4695,2375
5027,2375
5184,2375
6963,2375
7026,2375
10168,2375
10251,2375
11097,2375
11398,2375
11575,2375
13378,2375
14821,2375
14973,2375
17296,2375
19101,2375
19901,2375
20176,2375
20326,2375
21246,2375
22254,2375
23085,2375
23191,2375
23277,2375
23462,2375
23609,2375
23685,2375
24174,2375
24205,2375
25574,2375
25615,2375
25691,2375
25852,2375
25904,2375
26049,2375
26561,2375
27076,2375
27398,2375
27928,2375
28838,2375
29439,2375
29626,2375
30145,2375
30584,2375
30592,2375
31523,2375
31809,2375
78,2376
358,2377
662,2377
774,2377
1708,2377
1767,2377
2791,2377
2955,2377
2978,2377
2993,2377
3067,2377
3925,2377
3952,2377
4364,2377
4383,2377
4772,2377
4881,2377
4951,2377
6121,2377
6183,2377
6841,2377
7280,2377
8894,2377
9566,2377
9594,2377
9758,2377
9848,2377
9967,2377
10111,2377
10408,2377
10718,2377
11742,2377
14142,2377
14209,2377
14720,2377
15098,2377
15144,2377
15151,2377
15291,2377
15555,2377
15814,2377
15831,2377
16195,2377
16845,2377
17297,2377
17773,2377
17874,2377
17986,2377
18121,2377
18432,2377
19215,2377
19217,2377
19324,2377
19792,2377
20409,2377
20839,2377
20849,2377
21240,2377
21460,2377
21853,2377
22542,2377
23152,2377
23500,2377
23836,2377
24536,2377
24935,2377
25067,2377
25249,2377
25318,2377
26041,2377
26194,2377
26204,2377
26471,2377
26503,2377
26604,2377
26711,2377
26736,2377
27128,2377
27507,2377
27848,2377
28244,2377
28339,2377
28962,2377
29331,2377
29882,2377
30197,2377
30250,2377
30412,2377
30429,2377
30482,2377
30569,2377
31580,2377
31639,2377
276,2378
470,2378
1460,2378
1492,2378
1942,2378
3247,2378
4547,2378
5510,2378
5623,2378
7430,2378
9595,2378
11258,2378
12119,2378
12678,2378
13192,2378
14274,2378
14438,2378
15478,2378
15525,2378
15648,2378
17258,2378
17337,2378
18028,2378
18241,2378
19553,2378
19571,2378
20121,2378
20672,2378
20912,2378
21110,2378
21440,2378
23727,2378
24561,2378
24574,2378
25800,2378
29540,2378
29642,2378
29978,2378
30752,2378
31677,2378
32035,2378
2036,2379
852,2380
1638,2381
206,2382
914,2382
1638,2382
1735,2382
2221,2382
3063,2382
3082,2382
3087,2382
3506,2382
3542,2382
3769,2382
5445,2382
6435,2382
7026,2382
7926,2382
8468,2382
9976,2382
11915,2382
12168,2382
12392,2382
13435,2382
14114,2382
14241,2382
14440,2382
15059,2382
15120,2382
16223,2382
17553,2382
17754,2382
19126,2382
19790,2382
20919,2382
21255,2382
23828,2382
24045,2382
24915,2382
26168,2382
26783,2382
29384,2382
29568,2382
29572,2382
30637,2382
31011,2382
31889,2382
3506,2383
3745,2383
4217,2383
4477,2383
4614,2383
6310,2383
6685,2383
11029,2383
11991,2383
13104,2383
13174,2383
13478,2383
14716,2383
15139,2383
16160,2383
18829,2383
18841,2383
19310,2383
20100,2383
22102,2383
26123,2383
27490,2383
31823,2383
518,2384
29937,2384
14715,2385
31262,2385
767,2386
2150,2386
26525,2386
532,2387
28228,2387
662,2388
196,2389
589,2389
920,2389
3295,2389
4066,2389
4733,2389
6014,2389
7139,2389
8147,2389
9004,2389
9459,2389
10596,2389
13091,2389
14404,2389
14697,2389
14979,2389
15413,2389
16058,2389
16185,2389
17041,2389
17593,2389
17617,2389
18428,2389
18807,2389
18931,2389
19570,2389
20989,2389
22275,2389
27158,2389
28640,2389
29389,2389
30344,2389
30491,2389
31221,2389
32015,2389
5860,2390
7265,2390
8103,2390
10116,2390
14360,2390
20612,2390
25519,2390
26339,2390
4934,2391
12234,2391
19150,2391
22302,2391
3712,2392
5266,2392
7543,2392
12334,2392
353,2393
573,2393
662,2393
2480,2393
2791,2393
2910,2393
2911,2393
2978,2393
3172,2393
3475,2393
3922,2393
4437,2393
4565,2393
4881,2393
5420,2393
6121,2393
6183,2393
6348,2393
6699,2393
7280,2393
7499,2393
7611,2393
7727,2393
8128,2393
8302,2393
8582,2393
8995,2393
9036,2393
9469,2393
9566,2393
10408,2393
10758,2393
10984,2393
11394,2393
11510,2393
11938,2393
12021,2393
12091,2393
12254,2393
12497,2393
12708,2393
13042,2393
13076,2393
13126,2393
13834,2393
13944,2393
14661,2393
14863,2393
15017,2393
15555,2393
15844,2393
15917,2393
15961,2393
16707,2393
16845,2393
17773,2393
17986,2393
18432,2393
18576,2393
18966,2393
19792,2393
19980,2393
20437,2393
20541,2393
21409,2393
21460,2393
22154,2393
22972,2393
23037,2393
23754,2393
23836,2393
24501,2393
24536,2393
25164,2393
25259,2393
25262,2393
25318,2393
26041,2393
26471,2393
26736,2393
26987,2393
27486,2393
27848,2393
28042,2393
28293,2393
28540,2393
30247,2393
30932,2393
31985,2393
1345,2394
2604,2394
9297,2394
16047,2394
20657,2394
1961,2395
2407,2396
6809,2396
11071,2396
23083,2396
26817,2396
573,2397
2858,2397
2911,2397
2978,2397
3260,2397
3667,2397
4162,2397
4928,2397
5284,2397
6142,2397
6218,2397
7280,2397
7307,2397
7499,2397
7658,2397
7778,2397
7908,2397
9780,2397
10009,2397
10737,2397
11277,2397
11394,2397
12227,2397
12443,2397
12566,2397
13076,2397
13126,2397
15131,2397
15335,2397
15555,2397
18576,2397
18966,2397
19215,2397
19497,2397
19670,2397
19980,2397
21240,2397
22827,2397
23506,2397
23836,2397
24766,2397
25517,2397
26728,2397
27373,2397
27558,2397
27848,2397
29882,2397
30569,2397
31696,2397
32118,2397
274,2398
982,2398
1110,2398
1395,2398
3793,2398
5647,2398
7161,2398
15758,2398
22243,2398
24814,2398
28516,2398
545,2399
5561,2399
8743,2399
8902,2399
12092,2399
13031,2399
17683,2399
27931,2399
32247,2399
2110,2400
2956,2400
1456,2401
5257,2401
16830,2401
17290,2401
25725,2401
27940,2401
28306,2401
4541,2402
14455,2402
14625,2402
21096,2402
31146,2402
311,2403
971,2403
12118,2403
1859,2404
4703,2404
9387,2404
14783,2404
16278,2404
24969,2404
28513,2404
31160,2404
62,2405
1456,2405
3398,2405
4553,2405
9549,2405
9921,2405
10082,2405
15037,2405
17252,2405
23266,2405
25638,2405
27952,2405
29509,2405
2221,2406
2494,2406
7300,2406
7397,2406
9184,2406
13692,2406
13977,2406
14237,2406
16701,2406
2396,2407
13975,2407
21687,2407
22859,2407
272,2408
346,2408
467,2408
1149,2408
1261,2408
1825,2408
2327,2408
3502,2408
5507,2408
5961,2408
7184,2408
8027,2408
12640,2408
12801,2408
14348,2408
16782,2408
27141,2408
86,2409
492,2409
701,2409
1058,2409
1064,2409
1678,2409
2260,2409
2436,2409
2655,2409
3267,2409
3650,2409
4303,2409
4645,2409
4770,2409
4977,2409
5140,2409
5411,2409
5439,2409
5487,2409
5567,2409
5804,2409
6730,2409
6962,2409
6977,2409
7027,2409
7928,2409
7941,2409
8159,2409
8286,2409
8852,2409
8981,2409
9093,2409
9245,2409
9300,2409
9628,2409
10843,2409
11144,2409
11332,2409
11456,2409
11836,2409
12504,2409
12688,2409
12841,2409
13262,2409
13657,2409
14090,2409
15351,2409
15474,2409
16328,2409
16511,2409
16529,2409
16693,2409
16853,2409
17114,2409
17182,2409
17208,2409
17807,2409
18667,2409
18769,2409
19243,2409
19297,2409
19802,2409
20709,2409
20844,2409
22261,2409
22699,2409
22741,2409
22869,2409
23024,2409
23386,2409
23675,2409
23957,2409
24126,2409
24305,2409
24600,2409
25011,2409
25203,2409
25844,2409
26016,2409
26081,2409
26502,2409
26581,2409
27714,2409
27881,2409
28014,2409
28052,2409
28559,2409
28670,2409
29208,2409
29237,2409
29266,2409
29665,2409
29673,2409
29921,2409
30605,2409
30741,2409
31058,2409
31112,2409
31191,2409
31269,2409
31411,2409
31655,2409
31715,2409
31792,2409
1655,2410
4741,2410
5656,2410
7194,2410
7672,2410
10698,2410
13172,2410
23216,2410
23315,2410
25909,2410
1526,2411
1941,2411
3992,2412
10444,2412
17261,2412
3235,2413
5532,2413
9805,2413
10785,2413
13815,2413
14779,2413
16125,2413
16588,2413
20712,2413
31144,2413
445,2414
4091,2415
4232,2415
7079,2415
10655,2415
12479,2415
13174,2415
13960,2415
14072,2415
15800,2415
22219,2415
22546,2415
25743,2415
28749,2415
32257,2415
1996,2416
86,2417
1088,2417
5211,2417
6448,2417
8139,2417
11329,2417
20333,2417
23182,2417
29659,2417
32197,2417
2430,2418
11872,2418
13995,2418
17409,2418
20553,2418
27234,2418
29254,2418
14907,2419
676,2420
1261,2420
1901,2420
1996,2420
13313,2420
17072,2420
19141,2420
21134,2420
24483,2420
29008,2420
653,2421
4414,2421
5137,2421
6016,2421
23785,2421
27849,2421
442,2422
24249,2423
27005,2423
27041,2423
3895,2424
32353,2424
1581,2425
2860,2425
5185,2425
23673,2425
27148,2425
333,2426
260,2427
15564,2427
5551,2428
7327,2428
12989,2428
18348,2428
19491,2428
27157,2428
28177,2428
29878,2428
662,2429
1708,2429
1767,2429
2146,2429
2898,2429
3019,2429
3948,2429
3952,2429
7466,2429
10111,2429
10908,2429
11510,2429
12497,2429
12657,2429
14214,2429
15291,2429
16886,2429
17834,2429
18115,2429
18727,2429
19215,2429
19497,2429
22057,2429
22880,2429
23284,2429
23836,2429
26901,2429
28073,2429
28520,2429
30000,2429
31983,2429
304,2430
375,2430
804,2430
2049,2430
2110,2430
2217,2430
2223,2430
2418,2430
2849,2430
3934,2430
5521,2430
9950,2430
10610,2430
10895,2430
13850,2430
13914,2430
15112,2430
15463,2430
19747,2430
20031,2430
24107,2430
30901,2430
30915,2430
31234,2430
31341,2430
2242,2431
2260,2431
4857,2431
14421,2431
16566,2431
19899,2431
573,2432
1708,2432
2480,2432
2791,2432
2911,2432
2978,2432
3475,2432
3655,2432
4519,2432
4928,2432
5420,2432
6142,2432
6975,2432
7280,2432
7307,2432
7370,2432
7611,2432
7677,2432
8570,2432
8844,2432
9566,2432
9960,2432
10154,2432
10408,2432
11394,2432
11840,2432
11938,2432
12497,2432
12861,2432
12895,2432
13042,2432
13126,2432
13944,2432
15017,2432
15555,2432
16536,2432
17773,2432
18576,2432
20004,2432
20024,2432
20437,2432
21409,2432
21542,2432
23836,2432
24501,2432
24766,2432
24788,2432
25067,2432
25318,2432
25803,2432
26041,2432
26471,2432
26604,2432
26736,2432
27128,2432
27639,2432
27848,2432
27985,2432
28401,2432
28962,2432
29886,2432
659,2433
1330,2433
32397,2433
1084,2434
23334,2434
32226,2434
1954,2435
86,2436
407,2436
704,2436
1633,2436
2409,2436
3284,2436
3557,2436
3591,2436
4303,2436
4350,2436
5667,2436
6883,2436
6884,2436
6907,2436
6945,2436
7865,2436
8590,2436
8855,2436
9297,2436
10533,2436
11047,2436
11919,2436
13108,2436
14044,2436
14607,2436
14632,2436
15846,2436
17589,2436
18014,2436
18454,2436
18927,2436
19738,2436
19929,2436
21423,2436
22240,2436
23320,2436
23337,2436
23419,2436
23566,2436
23759,2436
25230,2436
25362,2436
26519,2436
26582,2436
27420,2436
27477,2436
28167,2436
29191,2436
29658,2436
29669,2436
29947,2436
30408,2436
30468,2436
30559,2436
31543,2436
31875,2436
32106,2436
10178,2437
11931,2437
12019,2437
13174,2437
18487,2437
19954,2437
23002,2437
29908,2437
4931,2438
19018,2438
20035,2438
21907,2438
32080,2438
278,2439
1299,2439
1635,2439
2895,2439
10070,2439
14704,2439
16811,2439
17494,2439
19753,2439
23456,2439
27804,2439
28547,2439
28858,2439
29462,2439
30157,2439
30189,2439
4268,2440
18052,2440
1330,2441
2192,2441
4608,2441
14374,2441
22158,2441
22992,2441
26531,2441
27752,2441
1748,2442
4309,2442
4938,2442
14536,2442
32197,2442
6304,2443
7714,2443
13046,2443
2936,2444
4143,2444
5123,2444
5199,2444
5482,2444
6055,2444
6905,2444
9558,2444
10185,2444
13278,2444
15464,2444
16662,2444
16780,2444
16945,2444
17733,2444
17851,2444
17964,2444
18268,2444
19086,2444
19668,2444
19900,2444
20410,2444
21711,2444
22264,2444
22284,2444
24227,2444
25836,2444
26330,2444
26454,2444
26788,2444
27977,2444
30826,2444
262,2445
1092,2445
1330,2445
1801,2445
2135,2445
2637,2445
3467,2445
3532,2445
3638,2445
4888,2445
5122,2445
6561,2445
7371,2445
7547,2445
7883,2445
7943,2445
8399,2445
8829,2445
8904,2445
9357,2445
11042,2445
11200,2445
13208,2445
13452,2445
13867,2445
14156,2445
14332,2445
14417,2445
14808,2445
14898,2445
15358,2445
15484,2445
16547,2445
16851,2445
17373,2445
17605,2445
18584,2445
19729,2445
20389,2445
21693,2445
22011,2445
22180,2445
22372,2445
22653,2445
22792,2445
23105,2445
23432,2445
23705,2445
23909,2445
23923,2445
24015,2445
24198,2445
24249,2445
25729,2445
26006,2445
26181,2445
27071,2445
